Comment,gender_of_sport,sexism,racism,violence,appearance,ability,has_hate,hate_type_count,primary_hate_type,Video Popularity,Comment Popularity,club,club_region,language,channel_structure,commenter_gender
Not Nkunku asking for it 😂😂😂,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
💙💙💙,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
"Massive reap for Torres for passing, unlike Noni",Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
6 days ago looks like summer time to me,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Hi,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Our most important player,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Come on arsenal let's go,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
LETSGOOOOO❤❤,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
We've got super mik merino,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Trossard skill 😮,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Trevor Chalobah ❤,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Gonner for ever,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
i miss mesut ozil,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
"Chelsea’s GOAT this season, only bangers every game from him, our Kante regen fs",Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
slipppyyyyy ggggggggg,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Chelsea nem série B do Brasileiro ganha !,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Allez l’OL,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Arsenal!!!!!!!!!!!!,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Good job Bukayo! 🎉🎉,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
2:39 cucu 😭,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Конору уважение. ФК Челси позор,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Congratulations ladies 💙💙💙,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
"Bonjour merci de poster l'interview d'après match. 

Je suis abonné (pour quelques mois encore) à Charlety, j'ai beaucoup apprécié les idées du coach en 1 ère partie de saison merci à lui, aux joueurs et aux membres du staff. 

Match difficile avec la pluie, malheureusement on a joué le jeu de QRM avec du jeu aérien à gogo. Ils avaient des joueurs plus physique et plus de vices. L'arbitrage pas ouf pour les deux équipes plutôt défavorable au PFC (1 pénalty non sifflé des tirages de maillots non sanctionné de jaunes...) 
Gaudin était bien rentré dans la rencontre mais il a fait pas mal d'erreurs en deuxième mi-temps, j'espère qu'il sera plus régulier en 2 ème partie de saison. 
Les gardiens n'ont pas été au top sur les deux buts (la pluie... La concentration), Hamel qui prouve que sa bonne préparation n'était pas passagère, Kebbal inspire la crainte des joueurs de ligue 2. Le PFC est dominant dans ses matchs dans ses intentions souffrent d'un manque de profondeur lié à des blessures. 
Heureux de finir en première partie de tableau 🎉 on va chercher les barrages pour la fin de saison au minimum !!! 

Bravo à tous les supporters aussi qui répondent présent pour ""remplir Charlety""

Bonnes fêtes à vous",Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Chelsea Legend.,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
ENZO vs spurs ❤❤❤,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
My GOAT 🇩🇪🐐⚽️,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
"Arteta Out 
Kroenke Out 

Saka injured: ""Stay humble eh""",Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Horrible defense,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
I miss Tomi Saliba Ode ❤😢,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Was this uploaded for the flamengo fans? Utterly weird,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
FROM Sénégal 🇸🇳🇸🇳🇸🇳🇸🇳🔥❤,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
"Ipswich are cooked if Noni, cole and Nico all start on Sunday",Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
みんな好き,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Bravo my Chelsea,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
tyrique as a striker,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Calm cool composed😂,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Palmarès de Cayenne on a une marque de piment ( piment de Cayenne),Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
hoomba hoomba,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
love Bett's energy icl,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
"Il faut vraiment améliorer la qualité du son des journalistes, on entend très mal, ça n’est pas faute de l’avoir dis plusieurs fois.",Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
miss our striker alonso,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
HERE WE GO 💙🔵,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Yes niamh!,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
❤❤❤❤,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Benny Blanco❤😂,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Nwaneri is 🔥,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
❤️,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
We need Gykorees and Eze,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Jackson. You are the best.,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Челсе 🇺🇿🇺🇿🇺🇿,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
DROP THE 7-1 HIGHLIGHTS,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Tyrique George deserves more minutes than Madueke.,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
MIKEL ❤❤❤❤💪💪💪💪💪,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
i believe in nwaneri sterling and trossard....we good yall,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
OHHHH ENZO MARESCAAAA,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Arsenal legend,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Allez les gars 🔵,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Give him time!!!!🔥 ARSENAL ❤️❤️,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
I miss drogba ❤😅,Unknown,False,False,False,False,False,False,0,Non-offensive,0,0,Unknown,Unknown,unknown,Unknown,Female
I’m a big fan!!!😊,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Gary looking good 👍🏽,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Love how Ødeggard jumped over everyone,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Two Legends 💙💙💙💙 👏🏻👏🏻👏🏻👏🏻,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Leah ❤❤❤,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
"❤ARSENAL❤ - вітання🎉 Дівчатам🩷💪👏👏💐... Барса реально дуууже сильний суперник, тому насолода перемоги ще краща😂😂😊👍...   🐈‍⬛🏴‍☠️.",Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
plz win,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
MAIKA!!!,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
"どの他の動画を見てる時よりも、愛するチームの息子達が楽しそうにしている動画を見てる時間が最高に幸せです。

up the chels💙",Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
1:38 Hamano Maika💙,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Gorgeous lady. Damn!!!,Unknown,True,False,False,True,False,True,2,Sexism,0,2,Unknown,Unknown,unknown,Unknown,Female
🔴🔵🦁✨,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
pourquoi il n'y a rien de 2001 à 2004 et de 2022 à 2024 ?,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
"Merci pour tout Malick, bonne chance pour la suite de ta carrière",Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Allé asse allé les verre,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
Merci Alex pour tout se que tu as fait à Lyon,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
"On sera derrière vous, allez le Paris FC 💪💪",Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Légende 🙏,Unknown,False,False,False,False,False,False,0,Non-offensive,1,1,Unknown,Unknown,unknown,Unknown,Female
"Arrêter avec vos matchs de légende de mer… 
On vas encore perdre ce soir avec vos conneries",Unknown,False,False,True,False,False,True,1,Violence,0,2,Unknown,Unknown,unknown,Unknown,Female
Наш пацан❤❤❤,Unknown,False,False,False,False,False,False,0,Non-offensive,1,0,Unknown,Unknown,unknown,Unknown,Female
Aqui é Corinthians po,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
Please sign viktor gyökeres and ederson from atalanta,Unknown,False,False,False,False,False,False,0,Non-offensive,1,1,Unknown,Unknown,unknown,Unknown,Female
Legal augusto vai manda o Bidu embora e vai deixar o craque Hugo  parabéns,Unknown,False,False,False,False,False,False,0,Non-offensive,1,1,Unknown,Unknown,unknown,Unknown,Female
"Prantos fregues, aposentado Ney freguês. Tudo em casa",Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
Κουλιερακης οε οε οε!!!!!!!!!,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
Só eu acha estranho? Essa veneração?,Unknown,False,False,False,False,False,False,0,Non-offensive,1,1,Unknown,Unknown,unknown,Unknown,Female
goat,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Big ups Arsenal!!!,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
👉Parabéns  Yuri  você  é o melhor  👈🤍🖤🤍🖤🤍🖤🤍🖤💥💯⚽️🏅🏆🎉🎉🎉🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,Unknown,False,False,False,False,False,False,0,Non-offensive,1,1,Unknown,Unknown,unknown,Unknown,Female
ขอให้อาร์เซนอลเล่นดุดันแบบนี้ตลอดไปครับอย่าไปเปลี่ยนแนวเล่น❤❤❤,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
Só faltou o time fazer o poropopó,Unknown,False,False,False,False,False,False,0,Non-offensive,1,1,Unknown,Unknown,unknown,Unknown,Female
É  o Talles mágico  porra!!🔥🔥🔥VAi CORINTHIANS!!🖤 🤍 🖤 🤍,Unknown,False,False,False,False,False,False,0,Non-offensive,1,1,Unknown,Unknown,unknown,Unknown,Female
Love you Ø❤,Unknown,False,False,False,False,False,False,0,Non-offensive,1,0,Unknown,Unknown,unknown,Unknown,Female
Primeiro,Unknown,False,False,False,False,False,False,0,Non-offensive,1,1,Unknown,Unknown,unknown,Unknown,Female
Tomi 😍,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
Esse cara é excelente,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
آرسنال در ایران خیلی طرفدار دارد🇮🇷🇮🇷❤❤,Unknown,False,False,False,False,False,False,0,Non-offensive,1,0,Unknown,Unknown,unknown,Unknown,Female
VAMOS CORINTHIANS MEU TIMÃO ⚽️🖤⚽️🖤,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
En route pour la ligue 1!!!!,Unknown,False,False,False,False,False,False,0,Non-offensive,1,1,Unknown,Unknown,unknown,Unknown,Female
Set Piece FC ❤️,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
"Ouiiiiii ! On y est enfin, en ligue 1. J’ai hâte que le mois d’août arrive, pour la reprise. 💙 Paris fc 💙",Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
"Sentimos muita falta de ver os jogadores treinando posicionamento tático, sistema defensivo, transição meio campo e ataque....",Unknown,False,False,False,False,False,False,0,Non-offensive,1,1,Unknown,Unknown,unknown,Unknown,Female
Nunca ouvi falar,Unknown,False,False,False,False,False,False,0,Non-offensive,1,1,Unknown,Unknown,unknown,Unknown,Female
É gigante pra quem ama e lhe quer bem,Unknown,False,False,False,False,False,False,0,Non-offensive,1,1,Unknown,Unknown,unknown,Unknown,Female
MLS Love you 😊❤,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
Xhaka 3D Goàaaal so Brilliant ❤,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
Esse cara parece o elfo que cuida do banco do Harry Potter.,Unknown,False,False,False,True,False,True,1,Appearance,1,2,Unknown,Unknown,unknown,Unknown,Female
💙🤍🖤,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
All 4 goals are from crosses,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
B looks teky,Unknown,False,False,False,False,False,False,0,Non-offensive,1,1,Unknown,Unknown,unknown,Unknown,Female
💙🤍,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
lord Bendtner,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Zinnen wende 25,Unknown,False,False,False,False,False,False,0,Non-offensive,1,1,Unknown,Unknown,unknown,Unknown,Female
"Видимо, Хавертц расцеловал Сака",Unknown,False,False,False,False,False,False,0,Non-offensive,1,1,Unknown,Unknown,unknown,Unknown,Female
Brave ragazze,Unknown,False,False,False,False,False,False,0,Non-offensive,1,1,Unknown,Unknown,unknown,Unknown,Female
COYG!!,Unknown,False,False,False,False,False,False,0,Non-offensive,1,1,Unknown,Unknown,unknown,Unknown,Female
اندومبلي جيسوس,Unknown,False,False,False,False,False,False,0,Non-offensive,1,0,Unknown,Unknown,unknown,Unknown,Female
W,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Killer kai 😎,Unknown,False,False,False,False,False,False,0,Non-offensive,2,0,Unknown,Unknown,unknown,Unknown,Female
YES FRIDAAAA,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Auguri presidente!😊,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
ايه ده بس يا عمنا 🤯🤯❤️❤️,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Franchement  rien pls que René girard  ils montera pas en ligue 1,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Asrinal❤🇬🇦🇬🇦,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
"Bon anniversaire RK 😂😂😂
Mention spéciale aux RSF 😂😂😂🖕🖕🖕",Unknown,False,False,False,False,False,False,0,Non-offensive,1,1,Unknown,Unknown,unknown,Unknown,Female
Vfl vfl vfl 💚🤍🐺🇩🇰,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
👏👏👏👏👏👏👏👏👏,Unknown,False,False,False,False,False,False,0,Non-offensive,1,1,Unknown,Unknown,unknown,Unknown,Female
3:39 😂,Unknown,False,False,False,False,False,False,0,Non-offensive,1,1,Unknown,Unknown,unknown,Unknown,Female
"שלום שלום שלום מלכי דאל דומורני. אנחנו אהבים אותך❤❤❤. 

Shalom shalom shalom Melchie Daelle Dumornay. we love you ❤❤❤",Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
"Dans fc23 elle colle de bons buts comme Mathilde Bourdieu 😁 ! Respect à vous. Trop peu reconnu les filles dans le foot. 

Tout mon soutient. J'espère un jour vous voir jouer ❤",Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
Mdr 😂😂,Unknown,False,False,False,False,False,False,0,Non-offensive,1,1,Unknown,Unknown,unknown,Unknown,Female
Kai bloodclaart haverts,Unknown,False,False,True,False,False,True,1,Violence,1,1,Unknown,Unknown,unknown,Unknown,Female
Allez Melchie 🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
❤️💙🥹,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
⚪🔵🇮🇹❤️❤️❤️❤️❤️❤️❤️❤️❤️,Unknown,False,False,False,False,False,False,0,Non-offensive,0,0,Unknown,Unknown,unknown,Unknown,Female
Allez l’OL ❤️💙,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
😍,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Allez l’OL ❤️💙,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
Lyon 🔥🔥🔥,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Allez l’OL ❤️💙,Unknown,False,False,False,False,False,False,0,Non-offensive,2,0,Unknown,Unknown,unknown,Unknown,Female
🔴🔵🦁✨,Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
🔴🔵🦁✨,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Ce format est tres interessant merci OLF :),Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
❤💋💋💋🇭🇹,Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🌷🌷,Unknown,False,False,False,False,False,False,0,Non-offensive,2,0,Unknown,Unknown,unknown,Unknown,Female
Aller pfc🟦⬜,Unknown,False,False,False,False,False,False,0,Non-offensive,0,0,Unknown,Unknown,unknown,Unknown,Female
Allez l’OL ❤️💙 merci pour l’inside,Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
❤️💙🥰,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
sut les tirs au but le photographe du paris FC me fait trop rirent,Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
Objectif: empocher trois points pour revenir à quatre points du leader à six journées de la fin. 💠🟦💠,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
❤❤❤❤❤❤❤❤❤❤❤❤,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
Allez l'OL,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Ouahh!!!,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
Forza azzurre 💙,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
dommage une fille d'expérience qui quittent le club,Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
Allez PFC !,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
🔴🔵,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
Ballon d'OR !!!!!,Unknown,False,False,False,False,False,False,0,Non-offensive,0,0,Unknown,Unknown,unknown,Unknown,Female
Lyon 🔥🔥🌟🌟🌟,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
👏👏👏,Unknown,False,False,False,False,False,False,0,Non-offensive,0,0,Unknown,Unknown,unknown,Unknown,Female
💙❤️😍,Unknown,False,False,False,False,False,False,0,Non-offensive,0,0,Unknown,Unknown,unknown,Unknown,Female
Vraiment excellent......Quelques questions: çà se passait où? A quand le prochain tour? Et contre qui? Et encore bravo! Arsenal c'est un très gros morceau....,Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
VRAIMENT J'y croyait pas elle ont vraiment fait un exploit incroyable trop content pour Julie Dufour elle méritent de jouer dans une équipe comme ça,Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
Lyon Good job 🔥🔥🔥🔥🔥🔥,Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
Quel kiff ce match!!!! Maintenant il faut aller chercher la qualification 💪💪💪💪,Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
"Ouverture prioritaire des abonnements : jeudi 19 juin.

Cette phase est uniquement réservée aux abonnés des deux dernières saisons.
Vous avez jusqu’au dimanche 22 juin inclus pour bénéficier de cette priorité.... Nous sommes le 24/06 et il est toujours impossible de s'abonné sur leur site. Avez-vous des infos?",Unknown,False,False,False,False,False,False,0,Non-offensive,0,0,Unknown,Unknown,unknown,Unknown,Female
🎉🎉❤,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
"Célina en EDF, tu as ta place. J'adore et je suis le foot féminin depuis plus de 15ans. Tous les championnats mondiaux m'intéressent.  Ça monte en puissance chez les filles, génial.",Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Aller René  pfc en ligue des champions,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
🙏🙏🙏🙏🙏🙏🙏🙏❤❤❤❤❤❤❤❤❤,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Bravo Reims.,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
Bravo MADAME,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
"Depuis leur poisson d’avril avec Usain Bolt, dès que je vous en suggestion leur vidéo je ne les prends jamais au sérieux",Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
💔💔💔,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
Bamba 🇨🇮,Unknown,False,False,False,False,False,False,0,Non-offensive,2,0,Unknown,Unknown,unknown,Unknown,Female
Interessant haha💚🤍,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Bravo Mariiieee!!!,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
🔴🔵🦁✨,Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
