Video Title,Like Count,View Count,Comment Count,Commenter Name,Comment,Comment Like Count,YouTube Channel,Gender of Sport,Club,Video Popularity,Language,Channel Structure
Alphonso Davies - München my Throne (Official Music Video),58772,932486,1894,@SuzetteJosephDuchar-p9m,2030 save ❤,19,FC Bayern München,Male,Bayern München,High,hr,Seperate
Die doppelte Meisterfeier des FC Bayern am Marienplatz! 🔴⚪️,10666,392525,212,@OI-TOU-METSOUVOU,Thomas Müller hat 12 Meisterschaften mehr gewonnen als Leverkusen! Eine Legende!,37,FC Bayern München,Male,Bayern München,Average,de,Seperate
Can Sané & Olise beat Müller & Davies? 👀 | Football tennis in FC Bayern training,3132,88009,75,@BayernBavaria-s1s,mia san mia,0,FC Bayern München,Male,Bayern München,Low,id,Seperate
Back where we belong. 🏆,10388,166156,247,@Lenaaaa7,"Deutscher Meister wird nur der FCB!
🔴⚪️
Die Schale da wo sie auch hingehört, nämlich nach München💪🏻🍻",1,FC Bayern München,Male,Bayern München,Average,de,Seperate
Alphonso Davies - München my Throne (Official Music Video),58772,932486,1894,@janodw8094,😂,0,FC Bayern München,Male,Bayern München,High,unknown,Seperate
Champion Harry Kane 🏆😎,35821,612047,1071,@백동현-l1x,"Harry, Your curse is gone! ❤❤",0,FC Bayern München,Male,Bayern München,High,en,Seperate
WHAT IT MEANS! 🍻🏆,97070,4184369,1052,@karlosalexanderarmijozapat1951,Quien iba a pensar que después de intentar Robar una casa en mi pobre Angelito y pertenecer a la banda de los bandidos mojados. Ahora aya ganado un título 😂,0,FC Bayern München,Male,Bayern München,High,es,Seperate
Alphonso Davies - München my Throne (Official Music Video),58772,932486,1894,@Iangrey11,Cringe 😬,0,FC Bayern München,Male,Bayern München,High,en,Seperate
"𝐴 𝑙𝑖𝑓𝑒 𝑑𝑒𝑑𝑖𝑐𝑎𝑡𝑒𝑑 𝑡𝑜 𝐹𝐶 𝐵𝑎𝑦𝑒𝑟𝑛. We bow to you, Thomas. ❤️",11309,166623,1022,@Jason-mison,Thomas has dedicated half his life to here. What a mistake ever. Now no one will have any loyalty to Bayern.,1,FC Bayern München,Male,Bayern München,Average,en,Seperate
Thiago hits an absolute Evergreen! 🥶,34282,1250302,204,@UsefullShit,Nah pogbas way way smoother,0,FC Bayern München,Male,Bayern München,High,en,Seperate
Crazy First Touch by Thomas! 🙂‍↔️,7019,542438,40,@FranzMannle,"Basler war als Mittelfeldspieler in Bremen Torschützen König 
Müller war noch nie Torschützen König 
Basler war ein Genie Müller wird total überbewertet Ribery Robben Elber Scholl Lahm Tiego Schweini waren alle besser und ich bin Bayern Fan",0,FC Bayern München,Male,Bayern München,Average,de,Seperate
Müller scores and the arena goes crazy 🗣️ | Champions League Behind The Scenes,1206,35516,128,@turtlecrazy125,Bayern will come back in sha allah,3,FC Bayern München,Male,Bayern München,Low,en,Seperate
Phonzy’s last-minute equaliser sends us through! | FC Bayern - Celtic | Champions League Highlights,9424,617810,359,@alexander_79101,Stanisic took the late goals from Leverkusen with him 💀,37,FC Bayern München,Male,Bayern München,High,en,Seperate
Pressetalk nach FC Bayern - Inter Mailand | Champions League,1277,57721,498,@Alex-eBay,Forza inter !!,2,FC Bayern München,Male,Bayern München,Low,de,Seperate
Unfortunate defeat in first leg | FC Bayern - Inter Milan | Champions League Highlights,10994,949925,737,@Pleen1000,FCB gewinnt das Rückspiel sicher. Des is a gmahde Wiesn... Die Inter war so schlecht... Im Rückspiel mahct Kane zwei Tore und Müller eins. Inter macht keins. Halbfinale kann dann wiede spannender werden. Ab jetzt nur noch zwei spiel bis zin finale dahoam das kann was werden!,0,FC Bayern München,Male,Bayern München,High,de,Seperate
Pressetalk vor VfL Bochum - FC Bayern | 8. Spieltag,1643,55191,365,@chaardoMusic,"Upemecano is a fantastic player. It's Kompany who doesn't put him in a good position. He must put him in a wider position, more precisely outside the stadium.",18,FC Bayern München,Male,Bayern München,Low,en,Seperate
Pressetalk nach der Niederlage in Mainz | Bundesliga | FC Bayern,1011,50027,344,@love-fz1oi,팀전체가 엉망이였음...,0,FC Bayern München,Male,Bayern München,Low,ko,Seperate
"""Haben nichts zu verschenken"" | Pressetalk vor TSG Hoffenheim - FC Bayern | Bundesliga",1516,51635,153,@karlhafner2937,Kompanie juhu die blöden Journalisten einfach nur Geilenkirchen auf irgendwas. Wen interessiert das wenn sane irgendwo hinführt. Die Leistung auf dem Platz muß passen und zur Zeit gut.,0,FC Bayern München,Male,Bayern München,Low,de,Seperate
Minjae Kim with debut goal to win at home | FC Bayern - PSG 1:0 | Highlights Champions League,22506,1282054,801,@yuliyanto5870,Goo munchen❤❤❤,2,FC Bayern München,Male,Bayern München,High,en,Seperate
"Club legends coming together at FC Bayern's birthplace! | Behind the Scenes at ""Café Gisela"" 🔴⚪",1132,24597,30,@chris-deepblue,"klasse idee mit dem treffen der club legenden,vielleicht kann man das in der zukunft weiter machen,da gibts bestimmt die ein oder andere story die wir fans sehr gerne hören😍",3,FC Bayern München,Male,Bayern München,Low,de,Seperate
Jamal Musiala was OUTSTANDING in 2024 | Best Moments for FC Bayern,3500,136529,132,@Iris-s3f,"Bravo, Musiala. Really enjoyed watching him play.❤❤❤",1,FC Bayern München,Male,Bayern München,Average,en,Seperate
WHAT IT MEANS! 🍻🏆,97070,4184369,1052,@MachindraNirmanSewa,❤❤❤❤ harry ❤❤❤❤❤❤🎉🎉❤🎉❤❤🎉🎉❤🎉,0,FC Bayern München,Male,Bayern München,High,unknown,Seperate
10-man Bayern bow out of DFB cup | FC Bayern vs. Bayer 04 Leverkusen 0-1 | DFB-Pokal Highlights,21357,1706707,939,@tokhhi,"neur made a mistake, and kane have to pay now 😢",0,FC Bayern München,Male,Bayern München,High,en,Seperate
Pressetalk nach FC Bayern - Holstein Kiel | Bundesliga,1221,52979,337,@markustango6293,Das Gesicht von Holstein Kiel kann auch wie es üblich ist zum Sieg gratulieren.,8,FC Bayern München,Male,Bayern München,Low,de,Seperate
"""We made too many mistakes"" | FC Barcelona vs. FC Bayern 4-1 | Highlights & Interviews UCL",1856,75461,452,@ljfpitmbx-q1z,Vergessen wir die Fehler und denken wir an den nächsten Sieg. Mia sna mia,2,FC Bayern München,Male,Bayern München,Low,de,Seperate
#Musiala2030 - All the reactions on Jamal Musiala's contract extension,6540,115623,373,@ijustgaveyoumyname,"Die erste Verlängerung in 35 jahren als fan die mich wütend macht. Er kann noch so gut sein, kein spieler sollte bei uns einen 'du bist größer als der verein' vertrag erhalten",4,FC Bayern München,Male,Bayern München,Low,de,Seperate
"🏆 𝐃𝐄𝐔𝐓𝐒𝐂𝐇𝐄𝐑 𝐌𝐄𝐈𝐒𝐓𝐄𝐑 𝟐𝟎𝟐𝟓 🏆 Brought it home. For the club, for the fans, for the city. ❤️🤍",11332,244936,3744,@jimphd-x6t,von der couch aus ist wirklich verrückt,0,FC Bayern München,Male,Bayern München,Average,de,Seperate
Why Joshua Kimmich is staying at FC Bayern,11867,183256,577,@Thegrstest2-s8e,Kimmich als kapitän 🤣 als ob Kane auf ihn hören würde,0,FC Bayern München,Male,Bayern München,Average,de,Seperate
Champion Harry Kane 🏆😎,35821,612047,1071,@vedantikandalgaonkar2189,Congrats bayern and our champ harry for winning the bundesliga ❤❤❤🔥🔥🔥🏆,0,FC Bayern München,Male,Bayern München,High,en,Seperate
3x Power Rabona Penalty by Goretzka 😲,10870,277006,77,@Nisim2012,DANIEL is the best goolkipper in the world❤️🇮🇱🇮🇱🇮🇱🇮🇱,6,FC Bayern München,Male,Bayern München,Average,en,Seperate
Pressetalk nach Feyenoord Rotterdam - FC Bayern | Champions League,836,36880,254,@Edonis24,Gnabry und Coman get ready to learn chinese digga,2,FC Bayern München,Male,Bayern München,Low,en,Seperate
„It‘s like getting the star at Mario Kart“ 😂,175048,4949414,600,@AydinBiglarian,😂😂😂😂,0,FC Bayern München,Male,Bayern München,High,unknown,Seperate
"WILD Championship Party with Kane, Müller & Co. 🎊 | BTS at the champions' weekend",3339,114806,96,@b.t.4646,ist das schlecht... die superreichen verwöhnten münchener und bayern sind so stimmungstot was eine drecksstadt ist das geworden,0,FC Bayern München,Male,Bayern München,Low,de,Seperate
The new stadium anthem of FC Bayern - a present by the Südkurve München 🎶,28998,847999,1616,@Papagreenhell,"Puuuh, das geht direkt in die Seele. Mir kamen die Tränen. Bin seit 1970 Bayernfan. Danke Südkurve ❤",2,FC Bayern München,Male,Bayern München,High,de,Seperate
"𝐴 𝑙𝑖𝑓𝑒 𝑑𝑒𝑑𝑖𝑐𝑎𝑡𝑒𝑑 𝑡𝑜 𝐹𝐶 𝐵𝑎𝑦𝑒𝑟𝑛. We bow to you, Thomas. ❤️",11309,166623,1022,@P87rki,"Die Entscheidung des FC Bayern, Thomas Müller nicht die Möglichkeit zu geben, seinen Vertrag zu verlängern, ist eine absolute Schande – sowohl für den Verein als auch für den internationalen Fußball. Thomas Müller hat sich über Jahre hinweg als einer der besten und erfolgreichsten Spieler in der Geschichte des FC Bayern und des Weltfußballs erwiesen. Es ist nicht übertrieben, ihn in eine Reihe mit Größen wie Cristiano Ronaldo und Lionel Messi zu stellen. Was dieser Mann für den Verein geleistet hat, ist schlichtweg unglaublich und wird so schnell nicht wieder zu finden sein.

Der FC Bayern, ein Verein mit einer langen Tradition und unzähligen Erfolgen, setzt einen so verdienten Spieler einfach vor die Tür – etwas, das nur unter einem Manager wie Max Eberl passieren kann. Kein anderer würde eine derartige Entscheidung treffen. Das zeigt eine ganz andere Wertschätzung für die Spieler und für den Verein, als man es eigentlich erwarten würde.

Vor einigen Wochen trat Max Eberl vor die Medien und kündigte an, dass die Verhandlungen mit Thomas Müller ""kurz und unkompliziert"" sein würden. Doch nun zeigt sich, dass diese Aussagen weit von der Realität entfernt sind. Inzwischen könnte man fast den Eindruck gewinnen, dass Eberl selbst in eine immer schwierigere Lage gerät und sich dem öffentlichen Druck nicht mehr gewachsen zeigt.

Es ist einfach schwer zu fassen, wie mit einem Spieler wie Thomas Müller umgegangen wird, der so viel für den Verein und den deutschen Fußball insgesamt erreicht hat. Ich bin zutiefst enttäuscht und wütend über diese Entscheidung. Der Verein scheint in eine Richtung zu steuern, die immer mehr fragwürdige Entscheidungen mit sich bringt – Entscheidungen, die es so in der Vergangenheit nie gegeben hätte. Als Fan des FC Bayern kann man nur hoffen, dass sich diese Entwicklung nicht weiter fortsetzt.",0,FC Bayern München,Male,Bayern München,Average,de,Seperate
„It‘s like getting the star at Mario Kart“ 😂,175048,4949414,600,@matthiasotto4573,❤❤ Super Mario❤❤❤ FC Bayern ❤❤❤,0,FC Bayern München,Male,Bayern München,High,en,Seperate
You ask - Our players answer! 💬 #ASKFCBAYERN,4668,117285,50,@teertuch,❤,0,FC Bayern München,Male,Bayern München,Low,unknown,Seperate
"𝐴 𝑙𝑖𝑓𝑒 𝑑𝑒𝑑𝑖𝑐𝑎𝑡𝑒𝑑 𝑡𝑜 𝐹𝐶 𝐵𝑎𝑦𝑒𝑟𝑛. We bow to you, Thomas. ❤️",11309,166623,1022,@war5796,"Eine Legende! Mehr als nur ein Spieler. Müller war und ist eine Identifikationsfigur für mich und eine ganze Generation. Die Entscheidung den Vertrag nicht zu verlängern halte ich für fraglich, denn kaum ein Spieler lebt den FC Bayern München so wie Thomas. Abschiede sind nie leicht und gerade in solchen Fällen tut es extremst weh. Trotzdem glaube ich das dies kein Lebe Wohl sondern ein Auf Wiedersehen ist. Thomas, wir stehen hinter dir, denn wer den FCB so liebt wie du, der hat das Herz am rechten Fleck! Mia san Mia! ❤🤍",1,FC Bayern München,Male,Bayern München,Average,de,Seperate
Goretzka & Kompany im Pressetalk vor Bayer Leverkusen - FC Bayern | Champions League,2676,87616,222,@Mr.Bavarian_Forest,Der vertrag mit Leon sollte unbedingt verlängert werden!!!,326,FC Bayern München,Male,Bayern München,Low,de,Seperate
Thomas Müller's emotional speech to the Allianz Arena crowd!,29772,938143,1410,@AJAX_2023,Большое спасибо Томас Мюллер за все годы проведенные в Баварии ты останешься в наших сердцах легенда❤,0,FC Bayern München,Male,Bayern München,High,ru,Seperate
The new stadium anthem of FC Bayern - a present by the Südkurve München 🎶,28998,847999,1616,@Alex-on1qm,"Mannschaft Deutschlands beste, Thank guys for the beautiful moments we'll get the Bundesliga this season.. congrats for 125 years 🎂",9,FC Bayern München,Male,Bayern München,High,en,Seperate
Finishes & Free-kicks ahead of Celtic | Inside Training – Champions League,2978,91877,53,@Makeupautist,"""Fc BaYeRn iST uNsYmPaTiScH""
Auch FC Bayern: trainieren mit Spaß und Freude beim Training, haben Humor, Lachen ……",2,FC Bayern München,Male,Bayern München,Low,de,Seperate
✨ Where it all began – The magical place where FC Bayern was founded! 📽🔴⚪,11726,400847,531,@avicenna995,Breitner hat in diesem Video nichts verloren 🤮!,2,FC Bayern München,Male,Bayern München,Average,de,Seperate
WHAT IT MEANS! 🍻🏆,97070,4184369,1052,@djangokeita2770,Franchement je suis très content pour toi Harry,0,FC Bayern München,Male,Bayern München,High,fr,Seperate
WHAT IT MEANS! 🍻🏆,97070,4184369,1052,@this_is_amirali,Beer power😂,0,FC Bayern München,Male,Bayern München,High,pl,Seperate
2 years ago 🥹 our last minute championship ❤️,6914,147993,72,@Mamedovbayern4eva,Jaaa! I remember i watched this with dad,0,FC Bayern München,Male,Bayern München,Average,en,Seperate
Abschlusstraining vor unserem Duell gegen Barcelona | Champions League,2315,65236,121,@jusltv,Auf ghets ❤️❤️❤️❤️❤️,0,FC Bayern München,Male,Bayern München,Low,de,Seperate
Defeat in Rotterdam | Feyenoord Rotterdam vs. FC Bayern 3-0 | Champions League,11438,772533,705,@montana16-l2j,How can you expect to win after missing so many chances? possession 80-20!,0,FC Bayern München,Male,Bayern München,High,en,Seperate
"Dream Goals, Saves, and Team Moments | Best of Training 2024",4333,199060,75,@aleksanderfootball,Manu the GOATkeeper,1,FC Bayern München,Male,Bayern München,Average,en,Seperate
Champion Harry Kane 🏆😎,35821,612047,1071,@CestSG,Verdient! 🏆🏆🏆🏆,1,FC Bayern München,Male,Bayern München,High,de,Seperate
Pressetalk nach dem 2-2 Unentschieden gegen Borussia Dortmund | Bundesliga,1119,48165,290,@Loknath009,50 man aufs Tor aber nur 3 Tore… vielleicht ist das das Problem?!🤔,0,FC Bayern München,Male,Bayern München,Low,de,Seperate
Alphonso Davies - München my Throne (Official Music Video),58772,932486,1894,@muller5gke,Phonzy30❤,2,FC Bayern München,Male,Bayern München,High,vi,Seperate
Sieg im Celtic Park! | Pressetalk nach Celtic FC - FC Bayern | Champions League Playoffs,956,31063,111,@amaniduniaapps,🙏🌻🤓💐,0,FC Bayern München,Male,Bayern München,Low,unknown,Seperate
"🏆 𝐃𝐄𝐔𝐓𝐒𝐂𝐇𝐄𝐑 𝐌𝐄𝐈𝐒𝐓𝐄𝐑 𝟐𝟎𝟐𝟓 🏆 Brought it home. For the club, for the fans, for the city. ❤️🤍",11332,244936,3744,@hottw,"yeah...nun unbestreitbar geschafft...meisterschaft ❤❤💪💪. war ein harter, stolpriger weg, aber gerade deswegen ist es besonders geil. es freut mich für das gesamte team....vom platzwart, über alle balljungen, bis zum management. und  besonders freut es mich für kane und kompany....ihr seid einfach nur geil. und uli....du bist eh das non plus ultra. ich bin die ältere generation und habe seit den 1960-ern alles mitbekommen, was die bayern betrifft. und eins ist nicht von der hand zu weisen: hättest du nicht frühzeitig deine karriere als fussballer beenden müssen, was wiederum dazu führte, dass du bei bayern das ruder übernahmst...dann wären die bayern heute definitiv nicht das, was sie sind. und weiß gott inzwischen sogar nur noch, vielleicht dauerhaft, in der zweiten oder dritten liga. wie schnell das geht,  beweisen traditionsvereine wie köln, hamburg, nürnberg, kaiserslautern, schalke, hertha, düsseldorf, karlsruhe, 1860 münchen usw usw. wie sehr dein wirken das ""positive aushängeschild des deutschen fussballs"" beeinflußt hat, ist nicht mal mit milliarden von € zu ersetzen....das war und ist von dir eine menschliche leistung, die mit nichts vergleich- / ersetzbar ist.",0,FC Bayern München,Male,Bayern München,Average,de,Seperate
Phonzy signs a picture from old times ⚡️🤝 #FCBayern #MiaSanMia,2915,76158,15,@frankschneider-rg2up,The laugh😂😂,7,FC Bayern München,Male,Bayern München,Low,en,Seperate
"🏆 𝐃𝐄𝐔𝐓𝐒𝐂𝐇𝐄𝐑 𝐌𝐄𝐈𝐒𝐓𝐄𝐑 𝟐𝟎𝟐𝟓 🏆 Brought it home. For the club, for the fans, for the city. ❤️🤍",11332,244936,3744,@theoholtschulze3686,"Freut mich für Kane, endlich einen Titel😊",0,FC Bayern München,Male,Bayern München,Average,de,Seperate
Pressetalk vor Union Berlin - FC Bayern | Bundesliga,1769,57242,170,@BambangDwijo-z6d,Saya memang tidak terlalu bisa bahasa Jerman namun saya tetap menonton video ini. Semoga Bayern Munich menang atas Union Berlin dan juga memenangkan Bundesliga.,14,FC Bayern München,Male,Bayern München,Low,id,Seperate
"The Most UNUSUAL Interview ever - with Thomas, Jamal and Konny 🎬",11992,233730,295,@ikhlaskhairi5271,Jamal und Musiala erinnern mich an meine Bestie und mich in der Klasse 😂😂😂,4,FC Bayern München,Male,Bayern München,Average,de,Seperate
"The Most UNUSUAL Interview ever - with Thomas, Jamal and Konny 🎬",11992,233730,295,@paulw186,Alles für den wirtz transfer,0,FC Bayern München,Male,Bayern München,Average,de,Seperate
Kane & Kompany im Pressetalk vor dem Topspiel gegen PSG 🇫🇷 | Champions League,2072,70355,252,@dkmaxdk,"Können wir bitte für *Englisch* die Orginalversion bekommen und nur alle anderen Sprachen ein Übersetzer. 
Jeder kann Englisch, fast niemand kann Portugiesisch!",170,FC Bayern München,Male,Bayern München,Low,de,Seperate
Der Pressetalk nach dem 1:1 gegen Union Berlin | Bundesliga,906,41168,284,@Guido.schmidt,Da haben sich eure überteuerten Jungs mal gleich richtig ausgezeichnet. Musisla und Kimmich,2,FC Bayern München,Male,Bayern München,Low,de,Seperate
The trophy goes to … HARRY KANE 🏆✨ #MiaSanMia #FCBayern #BallonDor #HarryKane,14426,205344,207,@SuicuneZafiro,"Another teophy for harry ❤
But, its not collective...😢
I think he deserves this ballon d'oor
(Sorry if my English is not perfect I'm from south America)",2,FC Bayern München,Male,Bayern München,Average,en,Seperate
"🚨 OUT NOW! ""𝙈𝙪̈𝙣𝙘𝙝𝙚𝙣 𝙢𝙮 𝙏𝙝𝙧𝙤𝙣𝙚"" by Alphonso Davies",10398,104350,210,@dhruvsinha9537,YESSSSSSS,1,FC Bayern München,Male,Bayern München,Low,cy,Seperate
Last Man Standing! | Who will win the two-touch challenge? 👀,6444,361101,115,@A0rii,Mathys ❤🤍,0,FC Bayern München,Male,Bayern München,Average,cy,Seperate
FC Bayern congratulates Jupp Heynckes on his 80th birthday,2535,62531,154,@rainerf.4717,"Ein toller Trainer, ein toller Mensch, alles Gute und viel Gesundheit für die nächsten Jahre. Herzlichen Glückwunsch zum Geburtstag!!",2,FC Bayern München,Male,Bayern München,Low,de,Seperate
WHAT IT MEANS! 🍻🏆,97070,4184369,1052,@vbv84,Gefühlt konnte der Trainer noch als Spieler Durchgehen 😂,0,FC Bayern München,Male,Bayern München,High,de,Seperate
Our last UCL match was like 😮‍💨,229008,5723952,1761,@nalzpalmer150,Best r1 dribbler 🔥🔥🔥,0,FC Bayern München,Male,Bayern München,High,da,Seperate
Don't misplace your pass online. ❌,12948,421864,172,@petervollhardt164,Ja,1,FC Bayern München,Male,Bayern München,Average,id,Seperate
"Tough one to take, but your support meant everything this Champions League season. ❤️ #MiaSanMia",23210,1282317,547,@schlonzschuppe4516,Mit Müller geht die Visitenkarte des Vereins in Rente.,0,FC Bayern München,Male,Bayern München,High,de,Seperate
This is how FC Bayern lives in Orlando 🏡🇺🇸 Base Camp Tour w/ Coman & Urbig | FIFA Club World Cup,13284,426988,414,@eduardocossa1085,Interessante,0,FC Bayern München,Male,Bayern München,Average,it,Seperate
Pressetalk nach Shakhtar Donetsk - FCBayern 1:5 | Champions League,1352,38457,144,@hp1699,❤️🇩🇪🇺🇦❤️,5,FC Bayern München,Male,Bayern München,Low,unknown,Seperate
Phonzy vs. Frimpong was intense 👀,25546,670390,109,@stephenisrael4939,Kimmich the MENTALITY MONSTER,19,FC Bayern München,Male,Bayern München,High,en,Seperate
"🏆 𝐃𝐄𝐔𝐓𝐒𝐂𝐇𝐄𝐑 𝐌𝐄𝐈𝐒𝐓𝐄𝐑 𝟐𝟎𝟐𝟓 🏆 Brought it home. For the club, for the fans, for the city. ❤️🤍",11332,244936,3744,@채은-g3q,asian passing where is min-jae,1,FC Bayern München,Male,Bayern München,Average,en,Seperate
10-man Bayern bow out of DFB cup | FC Bayern vs. Bayer 04 Leverkusen 0-1 | DFB-Pokal Highlights,21357,1706707,939,@TawanaPrince_1.0,"bayern are no longer the german gaints, the should stop playing neuer, he is too old now, bayern need a new goalkeeper",1,FC Bayern München,Male,Bayern München,High,en,Seperate
Career planning alongside football | More than 90 minutes presented by Allianz – EP4,2294,94340,100,@jimmycastro2293,Great Team & great little show!!,0,FC Bayern München,Male,Bayern München,Low,en,Seperate
"Cheer up, Jamal! 😄",17368,1267971,115,@clementtembo-qu5sq,It shows team work 😂😂😂😂,0,FC Bayern München,Male,Bayern München,High,en,Seperate
Defeat in Rotterdam | Feyenoord Rotterdam vs. FC Bayern 3-0 | Champions League,11438,772533,705,@DavidSoe-ro9gq,😂😂,0,FC Bayern München,Male,Bayern München,High,unknown,Seperate
"Kompany: ""You've got the strongest Bavarian dialect"" 😂 | Our coaches debut visit to a FCB Fanclub",1900,48137,68,@zombibro3135,Klasse Mensch klasse Trainer,7,FC Bayern München,Male,Bayern München,Low,de,Seperate
Pressetalk mit Vincent Kompany vor dem Klassiker gegen Dortmund | Bundesliga,2216,72683,220,@gabivoigt5579,Mir war das von Anfang an klar ------- der ist es!,0,FC Bayern München,Male,Bayern München,Low,de,Seperate
Alphonso Davies - München my Throne (Official Music Video),58772,932486,1894,@sanelpalic765,💥🔥,0,FC Bayern München,Male,Bayern München,High,unknown,Seperate
The new stadium anthem of FC Bayern - a present by the Südkurve München 🎶,28998,847999,1616,@ruwiki,richtig stark!!,0,FC Bayern München,Male,Bayern München,High,nl,Seperate
"🏆 𝐃𝐄𝐔𝐓𝐒𝐂𝐇𝐄𝐑 𝐌𝐄𝐈𝐒𝐓𝐄𝐑 𝟐𝟎𝟐𝟓 🏆 Brought it home. For the club, for the fans, for the city. ❤️🤍",11332,244936,3744,@HoonyNabul,where is min-jae picture?,3,FC Bayern München,Male,Bayern München,Average,en,Seperate
Unfortunate defeat in first leg | FC Bayern - Inter Milan | Champions League Highlights,10994,949925,737,@NilsPedersen-st7xg,Inttterrrrr❤,5,FC Bayern München,Male,Bayern München,High,it,Seperate
Can Sané & Olise beat Müller & Davies? 👀 | Football tennis in FC Bayern training,3132,88009,75,@paphiho,"Sanise having fun together is so funny to watch 😂🫶🏻
Michaels confusion and facial expression when Leroy catched the ball was the best part hahahaha",16,FC Bayern München,Male,Bayern München,Low,en,Seperate
Pressetalk mit Kompany vor FC Bayern - 1. FSV Mainz 05 | Bundesliga,1559,48477,205,@heartbreaker5709,Go home,0,FC Bayern München,Male,Bayern München,Low,en,Seperate
Olise brace in 5-1 vs. Shakhtar Donetsk | Champions League – Highlights,24449,1159609,463,@senate_shakya_,Kim + Upamecano = abysmal,0,FC Bayern München,Male,Bayern München,High,en,Seperate
"🏆 𝐃𝐄𝐔𝐓𝐒𝐂𝐇𝐄𝐑 𝐌𝐄𝐈𝐒𝐓𝐄𝐑 𝟐𝟎𝟐𝟓 🏆 Brought it home. For the club, for the fans, for the city. ❤️🤍",11332,244936,3744,@asisophy2115,Mia san mia fc bayern munich🎉👏👏,0,FC Bayern München,Male,Bayern München,Average,id,Seperate
Why Joshua Kimmich is staying at FC Bayern,11867,183256,577,@Joseph-s9i3j,Because Arsenal wanted to sign him!!! I dont blame him for staying.,0,FC Bayern München,Male,Bayern München,Average,en,Seperate
A special guest at Säbener 🥰 #FCBayern #MiaSanMia,33019,1181386,348,@ΑγγελικήΖαδέ,"A class players of the best team ever ,meet again!so thrilled!!!thx for this video!!precious!!!❤❤❤",12,FC Bayern München,Male,Bayern München,High,en,Seperate
Thomas Müller's emotional speech to the Allianz Arena crowd!,29772,938143,1410,@Piann93,Legend 🔴⚪🇮🇩🔥,9,FC Bayern München,Male,Bayern München,High,de,Seperate
Pressetalk nach dem 3:3-Remis gegen Frankfurt | 6. Spieltag | FC Bayern,1503,68180,379,@tomigyorffy6589,"They had speed upfront, so leaving any defender back alone, could be dangerous. I am more frustrated that we had so many bad passes. Just like simple one, in decision making, I think Kimmich did really poorly and Guerrero as well. And whenever they missed a chance some of them just stopped and did not try again when the ball bounced back.
Might be a little bit of fatigue, or a bit of frustration of the last 2 games which could have been easily won.
But in this situation I would have preffered Palinha instead of Pavlovic, whom was a bit of slow in creativity in the middle.
And did so many short passes.

Also Kimmich created a custom where whenever he is in the middle with the ball at his feet, turns into the other side of the pitch to change direction, would be an easy and great option because the wingers are free and could be dangerous, but he always decides not to pass there and moves the ball where is crowded. Loses way to much momentum on these decisions, and from there comes the bad passes.",0,FC Bayern München,Male,Bayern München,Low,en,Seperate
Pressetalk mit Kompany vor 1. FC Heidenheim - FC Bayern | Bundesliga,1458,43996,268,@dlo8410,Jürgen Klopp und Thomas thuchel beide Deutsche Trainer und sie mussten der Presse auch auf englisch Antworten da hat man sie auch nicht gefragt auf deutsch aber hier in Deutschland scheinbar ne andere Welt,0,FC Bayern München,Male,Bayern München,Low,de,Seperate
Pressekonferenz nach Bayer Leverkusen - FC Bayern | Champions League,3107,100234,234,@karlfischer1010,Congratulations from Sydney Australia to the team of Bayern Munich,0,FC Bayern München,Male,Bayern München,Low,en,Seperate
Coach Kompany with some BANGERS 🚀,22187,843219,204,@lonelym4ge,All this just to get beaten by 17 year lamine yamal 🔵🔴,0,FC Bayern München,Male,Bayern München,High,en,Seperate
"🏆 𝐃𝐄𝐔𝐓𝐒𝐂𝐇𝐄𝐑 𝐌𝐄𝐈𝐒𝐓𝐄𝐑 𝟐𝟎𝟐𝟓 🏆 Brought it home. For the club, for the fans, for the city. ❤️🤍",11332,244936,3744,@whyareudddum,Why are yall such crybabys with victim mentality 😭 big whoop get over urselves,0,FC Bayern München,Male,Bayern München,Average,en,Seperate
10-man Bayern bow out of DFB cup | FC Bayern vs. Bayer 04 Leverkusen 0-1 | DFB-Pokal Highlights,21357,1706707,939,@Kenh3TRANDUY-j5w,good,0,FC Bayern München,Male,Bayern München,High,so,Seperate
Pressetalk nach FC Bayern - Bayer Leverkusen | DFB-Pokal,2142,97567,482,@ChristianDFiedler,Reporter stellen immer dümmere Fragen... Jesus....😅😅😅 Fällt denen nichts mehr ein?,0,FC Bayern München,Male,Bayern München,Low,de,Seperate
Beer for Bambi! 😂🍺 #MiaSanMeister,83076,3873948,458,@ErikDerWikingerXDXD1,"? 
Deutsch 
?",0,FC Bayern München,Male,Bayern München,High,de,Seperate
Alphonso Davies - München my Throne (Official Music Video),58772,932486,1894,@robyk6944,"Mathys Tel has the Harry Kane stamp of approval 🤝

Spurs' record goal-scorer has his say on his Bayern Munich teammate, who recently joined the North London club on loan 💬",1,FC Bayern München,Male,Bayern München,High,en,Seperate
Thiago hits an absolute Evergreen! 🥶,34282,1250302,204,@RomainAG7,Gims ❤️🫶🏻✨,0,FC Bayern München,Male,Bayern München,High,lt,Seperate
For the history books: Thomas Müller's final Bundesliga moments for FC Bayern! 🥹🥹,3275,69720,35,@santiagocifuentes7622,LEGEND 👏🏻👏🏻👏🏻,1,FC Bayern München,Male,Bayern München,Low,fr,Seperate
